policy,epoch,threshold,query,service_ms,kernel_ms,hits,overflow,cpu_complete_match,process
compact,0,70,0,0.055310999999999999,0.012799999676644802,1,0,1,0
compact,0,70,1,0.041959000000000003,0.0098559996113181114,1,0,1,0
compact,0,70,2,0.040509000000000003,0.0093759996816515923,1,0,1,0
compact,0,70,3,0.041481999999999998,0.0092799998819828033,1,0,1,0
compact,0,70,4,0.040571999999999997,0.0092479996383190155,2,0,1,0
compact,0,70,5,0.043117999999999997,0.011071999557316303,1,0,1,0
compact,0,70,6,0.042362999999999998,0.011136000044643879,2,0,1,0
compact,0,70,7,0.042846000000000002,0.011327999643981457,7,0,1,0
compact,0,80,0,0.038469000000000003,0.0065279998816549778,1,0,1,0
compact,0,80,1,0.037841,0.0072320001199841499,1,0,1,0
compact,0,80,2,0.039759000000000003,0.0085439998656511307,1,0,1,0
compact,0,80,3,0.039935999999999999,0.0087999999523162842,1,0,1,0
compact,0,80,4,0.040059999999999998,0.0089279999956488609,2,0,1,0
compact,0,80,5,0.039926999999999997,0.0089600002393126488,1,0,1,0
compact,0,80,6,0.039496000000000003,0.0085439998656511307,1,0,1,0
compact,0,80,7,0.040273999999999997,0.009344000369310379,1,0,1,0
compact,1,70,0,0.044911,0.0095359999686479568,1,0,1,0
compact,1,70,1,0.041785999999999997,0.0099200000986456871,1,0,1,0
compact,1,70,2,0.043034999999999997,0.0096000004559755325,1,0,1,0
compact,1,70,3,0.041242000000000001,0.0090880002826452255,1,0,1,0
compact,1,70,4,0.040085000000000003,0.008991999551653862,2,0,1,0
compact,1,70,5,0.040786000000000003,0.0094400001689791679,1,0,1,0
compact,1,70,6,0.047904000000000002,0.010879999957978725,2,0,1,0
compact,1,70,7,0.043630000000000002,0.010719999670982361,7,0,1,0
compact,1,80,0,0.032724000000000003,0.0065279998816549778,1,0,1,0
compact,1,80,1,0.038026999999999998,0.0069760000333189964,1,0,1,0
compact,1,80,2,0.04104,0.0087360003963112831,1,0,1,0
compact,1,80,3,0.041035000000000002,0.0095359999686479568,1,0,1,0
compact,1,80,4,0.042453999999999999,0.008991999551653862,2,0,1,0
compact,1,80,5,0.039891000000000003,0.0088959997519850731,1,0,1,0
compact,1,80,6,0.040388,0.0093120001256465912,1,0,1,0
