rotation,mode,policy,batch,epoch,status,rows,runs,merges,deferred,begin_ms,ready_ms,published_ms,writer_done_ms,host_build_ms,metadata_ms,staging_ms,h2d_ms,uploaded_bytes,merge_host_rw_bytes,shared_bytes,current_only_bytes,retired_only_bytes,reader_only_at_publish_bytes,unreferenced_at_publish_bytes,live_at_publish_bytes,last_reader_device_done_ms,old_epoch_owner_released_ms,exclusive_actual_reclaim_ms,lifecycle_ms,arrival_ms,maintenance_queue_ms,other_held_at_publish_bytes,cap_mib
0,sequential,size_tiered,64,3,published,10234444,3,0,0,3578.492783,3578.545826,3578.546392,3578.546604,0,0.00322400000005,0.00397900000053,0.0361390000003,74760,0,0,473469696,0,0,0,540781824,3578.452153,3578.55267,3578.546604,0.0598869999999,3578.492783,0,0,1280
0,sequential,size_tiered,64,4,published,10269993,3,1,0,3597.240775,3598.450127,3598.450919,3598.451262,0.279436,0.184939,0.230643,0.184331,3060876,3135636,0,474962688,75008,0,75008,542349824,3596.765024,3598.458999,3598.458846,1.218224,3597.240775,0,75008,1280
0,sequential,size_tiered,64,5,published,10274223,4,0,0,3616.836803,3618.032156,3618.032907,3618.033199,0,0.00926799999979,0.013696,0.0364279999999,177660,0,0,475140352,0,0,0,542452480,3616.778635,3618.058138,3618.033199,1.221335,3616.836803,0,0,1280
0,sequential,size_tiered,64,6,published,10279473,4,1,0,3636.499039,3636.744707,3636.745415,3636.745696,0.0625769999997,0.0318930000003,0.0385000000006,0.0905940000002,618660,796320,0,475361024,177664,0,177664,542850816,3636.455766,3636.752951,3636.752841,0.253912,3636.499039,0,177664,1280
0,sequential,compact,64,0,published,9461367,1,0,0,3655.430132,3739.452268,3739.453098,3739.453578,0,25.887992,44.932772,13.166461,397377414,0,0,441000192,0,0,0,508312320,0,3739.453578,3739.453578,84.023446,3655.430132,0,0,1280
0,sequential,compact,64,1,published_merge_deferred,9466817,2,0,1,3754.845035,3754.927473,3754.927884,3754.928201,0,0.012041,0.0161229999999,0.0419959999999,228900,0,0,441229312,0,0,0,508541440,3754.806831,3754.934659,3754.928201,0.0896240000002,3754.845035,0,0,1280
0,sequential,compact,64,2,published_merge_deferred,10232664,3,0,1,3770.409082,3777.28106,3777.281776,3777.282176,0,2.085682,3.625402,1.137392,32165574,0,0,473394944,0,0,0,540707072,3770.372697,3777.288285,3777.282176,6.879203,3770.409082,0,0,1280
0,sequential,compact,64,3,published_merge_deferred,10234444,4,0,1,3795.633313,3795.684547,3795.685052,3795.685269,0,0.00413200000003,0.00586799999974,0.0314800000006,74760,0,0,473469952,0,0,0,540782080,3795.594028,3795.691474,3795.685269,0.0581610000004,3795.633313,0,0,1280
0,sequential,compact,64,4,published_merge_deferred,10269993,5,0,1,3814.155077,3814.54732,3814.548325,3814.548852,0,0.0908489999997,0.193538,0.0905530000005,1493058,0,0,474963200,0,0,0,542275328,3814.115822,3814.555243,3814.548852,0.400166,3814.155077,0,0,1280
0,sequential,compact,64,5,published_merge_deferred,10274223,6,0,1,3833.078156,3833.154337,3833.155121,3833.155429,0,0.0085409999997,0.0153870000004,0.0417200000002,177660,0,0,475140864,0,0,0,542452992,3833.038458,3833.161927,3833.155429,0.0837710000001,3833.078156,0,0,1280
0,sequential,compact,64,6,published_merge_deferred,10279473,7,0,1,3851.776194,3851.860261,3851.861063,3851.861462,0,0.010835,0.0223339999998,0.0405639999999,220500,0,0,475361536,0,0,0,542673664,3851.736509,3851.867489,3851.861462,0.0912950000002,3851.776194,0,0,1280
0,sequential,all_delta,1,0,published,9461367,1,0,0,686.649496,770.023783,770.02532,770.026333,0,33.318599,40.460686,9.358488,397377414,0,0,441000192,0,0,0,508312320,0,770.026333,770.026333,83.376837,686.649496,0,0,2048
0,sequential,all_delta,1,1,published,9466817,2,0,0,793.833034,793.927813,793.928729,793.929282,0,0.015276,0.0219430000001,0.042389,228900,0,0,441229312,0,0,0,508541440,793.813531,793.93661,793.929282,0.103576,793.833034,0,0,2048
0,sequential,all_delta,1,2,published,10232664,3,0,0,817.075454,823.802834,823.804365,823.805064,0,2.70926,3.2049,0.79003,32165574,0,0,473394944,0,0,0,540707072,817.058093,823.812294,823.805064,6.73684,817.075454,0,0,2048
0,sequential,all_delta,1,3,published,10234444,4,0,0,850.090232,850.145412,850.146557,850.147074,0,0.00484799999992,0.00676499999997,0.032456,74760,0,0,473469952,0,0,0,540782080,850.073698,850.154147,850.147074,0.063915,850.090232,0,0,2048
0,sequential,all_delta,1,4,published,10269993,5,0,0,876.431102,876.797788,876.799325,876.799976,0,0.117089,0.130436,0.102841,1493058,0,0,474963200,0,0,0,542275328,876.41801,876.806943,876.799976,0.375841,876.431102,0,0,2048
0,sequential,all_delta,1,5,published,10274223,6,0,0,903.161987,903.238227,903.239492,903.240052,0,0.0118629999999,0.0162809999999,0.037111,177660,0,0,475140864,0,0,0,542452992,903.147303,903.247014,903.240052,0.0850270000001,903.161987,0,0,2048
0,sequential,all_delta,1,6,published,10279473,7,0,0,929.85378,929.938063,929.939072,929.939503,0,0.014528,0.019614,0.039795,220500,0,0,475361536,0,0,0,542673664,929.84081,929.94657,929.939503,0.0927899999999,929.85378,0,0,2048
0,sequential,periodic2,1,0,published,9461367,1,0,0,956.894151,1039.56051,1039.561248,1039.561971,0,33.307823,39.999948,9.323419,397377414,0,0,441000192,0,0,0,508312320,0,1039.561971,1039.561971,82.66782,956.894151,0,0,2048
0,sequential,periodic2,1,1,published,9466817,2,0,0,1062.673171,1062.761304,1062.762009,1062.762353,0,0.015218,0.0203939999999,0.0415650000002,228900,0,0,441229312,0,0,0,508541440,1062.657894,1062.769199,1062.762353,0.0960280000002,1062.673171,0,0,2048
0,sequential,periodic2,1,2,published,10232664,1,1,0,1086.02388,1482.899011,1482.900782,1482.901592,300.290694,38.717298,46.917352,10.876566,461937462,859543776,0,441000192,441229312,0,441229312,949541632,1086.011,1482.914103,1482.913867,396.890223,1086.02388,0,441229312,2048
